(1.0, 0.38)
(1.0, 0.38)
(1.0, 0.39)
(0.0, 0.38)
(0.0, 0.38)
(1.0, 0.39)
(0, 0.39)
(0.0, 0.38)
(1.0, 0.39)
(1.0, 0.4)
(0, 0.4)
(0.0, 0.4)
(1.0, 0.4)
(0.0, 0.4)
(0.0, 0.4)
(0, 0.4)
(1.0, 0.4)
(0.0, 0.39)
(0.0, 0.39)
(1.0, 0.39)
(0, 0.38)
(0.0, 0.37)
(1.0, 0.37)
(0.0, 0.36)
(0.0, 0.36)
(1.0, 0.37)
(0.0, 0.37)
(1, 0.38)
(0, 0.38)
(1.0, 0.38)
(0.0, 0.37)
(0, 0.36)
(0.0, 0.36)
(0, 0.35)
(0, 0.34)
(0, 0.34)
(0, 0.34)
(0, 0.33)
(0.0, 0.32)
(1.0, 0.32)
(1.0, 0.33)
(0, 0.33)
(1, 0.34)
(1.0, 0.35)
(1, 0.36)
(0.0, 0.36)
(0.0, 0.35)
(1, 0.36)
(0, 0.36)
(0.0, 0.35)
(0.0, 0.35)
(0, 0.35)
(1, 0.36)
(0.0, 0.36)
(0.0, 0.36)
(0.0, 0.36)
(0.0, 0.36)
(0.0, 0.36)
(1.0, 0.36)
(0.0, 0.35)
(0, 0.35)
(0, 0.34)
(0.0, 0.34)
(1, 0.35)
(0.0, 0.34)
(0, 0.34)
(1.0, 0.35)
(1.0, 0.36)
(0, 0.36)
(0, 0.36)
(0, 0.35)
(0, 0.35)
(1.0, 0.35)
(0, 0.34)
(0.0, 0.34)
(1.0, 0.34)
(0, 0.33)
(1.0, 0.33)
(1.0, 0.34)
(0, 0.34)
(0.0, 0.33)
(0.0, 0.33)
(0, 0.33)
(1.0, 0.33)
(1.0, 0.34)
(0, 0.34)
(0.0, 0.33)
(0.0, 0.33)
(0.0, 0.33)
(1.0, 0.33)
(0.0, 0.33)
(0.0, 0.33)
(0.0, 0.33)
(1.0, 0.33)
(0, 0.33)
(0, 0.32)
(0.0, 0.32)
(1.0, 0.33)
(1.0, 0.34)
(1, 0.35)
(0, 0.34)
(0, 0.33)
(0, 0.32)
(0.0, 0.32)
(0, 0.32)
(0, 0.31)
(0.0, 0.31)
(0, 0.31)
(0, 0.3)
(0, 0.29)
(1.0, 0.3)
(0, 0.3)
(0.0, 0.29)
(1.0, 0.3)
(1.0, 0.31)
(0.0, 0.31)
(0.0, 0.3)
(0.0, 0.3)
(1.0, 0.31)
(1.0, 0.31)
(0.0, 0.31)
(0.0, 0.31)
(1.0, 0.31)
(1, 0.32)
(0.0, 0.32)
(1, 0.32)
(0, 0.32)
(1.0, 0.32)
(0.0, 0.32)
(1.0, 0.32)
(0.0, 0.32)
(1.0, 0.33)
(0, 0.33)
(0.0, 0.33)
(1, 0.34)
(0, 0.34)
(1.0, 0.35)
(1.0, 0.36)
(1.0, 0.37)
(1.0, 0.37)
(1.0, 0.37)
(1.0, 0.38)
(0, 0.37)
(0, 0.36)
(0, 0.35)
(0, 0.35)
(0.0, 0.35)
(1.0, 0.35)
(1.0, 0.36)
(1.0, 0.37)
(0, 0.37)
(0, 0.37)
(0, 0.36)
(0, 0.36)
(0, 0.36)
(1.0, 0.37)
(0, 0.37)
(0.0, 0.37)
(0.0, 0.36)
(1, 0.37)
(0, 0.37)
(0.0, 0.37)
(0.0, 0.37)
(0.0, 0.36)
(0.0, 0.36)
(1.0, 0.37)
(0.0, 0.36)
(0.0, 0.35)
(0.0, 0.35)
(1, 0.36)
(0.0, 0.36)
(0, 0.36)
(0.0, 0.35)
(0, 0.35)
(1, 0.36)
(0, 0.35)
(1.0, 0.36)
(0, 0.35)
(0, 0.34)
(0.0, 0.34)
(1.0, 0.35)
(1.0, 0.36)
(1.0, 0.37)
(1.0, 0.37)
(1.0, 0.37)
(0.0, 0.37)
(1.0, 0.38)
(0.0, 0.38)
(0.0, 0.38)
(1.0, 0.38)
(0.0, 0.38)
(0.0, 0.38)
(0.0, 0.38)
(0.0, 0.37)
(0, 0.37)
(0.0, 0.37)
(0, 0.37)
(1.0, 0.37)
(0, 0.36)
(1.0, 0.36)
(0, 0.36)
(1, 0.37)
(0, 0.37)
(0, 0.37)
(0, 0.37)
(0, 0.37)
(1.0, 0.38)
(0, 0.38)
(1.0, 0.39)
(0.0, 0.39)
(0, 0.38)
(1, 0.39)
(1.0, 0.4)
(1.0, 0.4)
(1, 0.4)
(1.0, 0.41)
(0.0, 0.41)
(1, 0.42)
(0, 0.41)
(1.0, 0.41)
(1.0, 0.42)
(1.0, 0.43)
(1.0, 0.43)
(1.0, 0.43)
(1, 0.44)
(0, 0.43)
(0.0, 0.43)
(1.0, 0.43)
(0, 0.43)
(0.0, 0.42)
(0.0, 0.42)
(0.0, 0.41)
(0, 0.41)
(1.0, 0.42)
(0, 0.41)
(0.0, 0.41)
(0, 0.4)
(1.0, 0.4)
(1.0, 0.4)
(0.0, 0.39)
(0.0, 0.38)
