(0.0, 0.25)
(0.0, 0.23076923076923078)
(0.0, 0.21428571428571427)
(0.0, 0.2)
(0, 0.1875)
(0, 0.17647058823529413)
(0, 0.16666666666666666)
(0, 0.15789473684210525)
(0, 0.15)
(0, 0.14285714285714285)
(0, 0.13636363636363635)
(0, 0.13043478260869565)
(0, 0.125)
(0, 0.12)
(0, 0.11538461538461539)
(0, 0.1111111111111111)
(0, 0.10714285714285714)
(0, 0.10344827586206896)
(0.0, 0.1)
(0, 0.0967741935483871)
(0, 0.09375)
(0.0, 0.09090909090909091)
(0, 0.08823529411764706)
(0, 0.08571428571428572)
(1, 0.1111111111111111)
(0.0, 0.10810810810810811)
(1.0, 0.13157894736842105)
(1.0, 0.15384615384615385)
(0.0, 0.15)
(0.0, 0.14634146341463414)
(1.0, 0.16666666666666666)
(0, 0.16279069767441862)
(0.0, 0.1590909090909091)
(1.0, 0.17777777777777778)
(1, 0.1956521739130435)
(1.0, 0.2127659574468085)
(1, 0.22916666666666666)
(0.0, 0.22448979591836735)
(0.0, 0.22)
(0.0, 0.21568627450980393)
(1.0, 0.23076923076923078)
(0.0, 0.22641509433962265)
(0.0, 0.2222222222222222)
(1.0, 0.23636363636363636)
(0.0, 0.23214285714285715)
(1.0, 0.24561403508771928)
(0.0, 0.2413793103448276)
(0, 0.23728813559322035)
(0.0, 0.23333333333333334)
(0.0, 0.22950819672131148)
(1.0, 0.24193548387096775)
(0, 0.23809523809523808)
(0, 0.234375)
(0.0, 0.23076923076923078)
(1.0, 0.24242424242424243)
(0.0, 0.23880597014925373)
(0.0, 0.23529411764705882)
(0.0, 0.2318840579710145)
(0.0, 0.22857142857142856)
(0.0, 0.22535211267605634)
(0.0, 0.2222222222222222)
(0.0, 0.2191780821917808)
(1.0, 0.22972972972972974)
(0.0, 0.22666666666666666)
(0.0, 0.2236842105263158)
(1.0, 0.23376623376623376)
(1.0, 0.24358974358974358)
(1.0, 0.25316455696202533)
(0.0, 0.25)
(0, 0.24691358024691357)
(0, 0.24390243902439024)
(0, 0.24096385542168675)
(0.0, 0.23809523809523808)
(0, 0.23529411764705882)
(1.0, 0.2441860465116279)
(0.0, 0.2413793103448276)
(1.0, 0.25)
(0.0, 0.24719101123595505)
(0.0, 0.24444444444444444)
(1.0, 0.25274725274725274)
(0.0, 0.25)
(0, 0.24731182795698925)
(0, 0.24468085106382978)
(0, 0.24210526315789474)
(0.0, 0.23958333333333334)
(0.0, 0.23711340206185566)
(1.0, 0.24489795918367346)
(0.0, 0.24242424242424243)
(1, 0.25)
(0.0, 0.25)
(0.0, 0.25)
(0.0, 0.25)
(1, 0.25)
(0.0, 0.25)
(0.0, 0.24)
(0.0, 0.24)
(0.0, 0.23)
(1.0, 0.24)
(0.0, 0.24)
(0, 0.24)
(0, 0.24)
(1.0, 0.25)
(1.0, 0.26)
(0, 0.26)
(1.0, 0.27)
(1.0, 0.28)
(1.0, 0.29)
(1.0, 0.3)
(1, 0.31)
(0, 0.31)
(0.0, 0.31)
(0.0, 0.31)
(0.0, 0.31)
(0.0, 0.31)
(1.0, 0.32)
(1, 0.33)
(1, 0.34)
(0.0, 0.34)
(1, 0.35)
(1.0, 0.36)
(0, 0.36)
(0, 0.36)
(1.0, 0.37)
(1.0, 0.38)
(1.0, 0.38)
(0.0, 0.38)
(0.0, 0.37)
(0.0, 0.36)
(0.0, 0.36)
(0.0, 0.36)
(0.0, 0.35)
(1, 0.36)
(0.0, 0.36)
(0, 0.35)
(1, 0.35)
(0.0, 0.34)
(0.0, 0.33)
(0.0, 0.33)
(0.0, 0.33)
(0, 0.33)
(0.0, 0.32)
(0, 0.32)
(0.0, 0.32)
(1, 0.32)
(1.0, 0.33)
(0.0, 0.32)
(1.0, 0.33)
(0, 0.33)
(0, 0.33)
(1.0, 0.34)
(0.0, 0.33)
(0.0, 0.33)
(0.0, 0.33)
(0.0, 0.33)
(0.0, 0.32)
(1, 0.33)
(0.0, 0.33)
(1.0, 0.34)
(1, 0.35)
(0.0, 0.35)
(1.0, 0.36)
(1.0, 0.37)
(1, 0.37)
(0, 0.37)
(0, 0.37)
(1.0, 0.37)
(0.0, 0.36)
(0, 0.35)
(1, 0.36)
(0, 0.36)
(0, 0.36)
(1, 0.37)
(0.0, 0.37)
(0.0, 0.37)
(1.0, 0.37)
(0.0, 0.37)
(0.0, 0.36)
(0.0, 0.36)
(1.0, 0.37)
(0, 0.36)
(1.0, 0.37)
(0.0, 0.37)
(0.0, 0.37)
(0.0, 0.37)
(0.0, 0.37)
