(0.0, 0.3516483516483517)
(1.0, 0.358695652173913)
(0.0, 0.3548387096774194)
(0, 0.35106382978723405)
(0.0, 0.3473684210526316)
(0.0, 0.34375)
(0, 0.3402061855670103)
(1, 0.3469387755102041)
(1.0, 0.35353535353535354)
(0.0, 0.35)
(0, 0.35)
(0, 0.35)
(1.0, 0.36)
(0.0, 0.36)
(0.0, 0.36)
(1.0, 0.37)
(0.0, 0.37)
(0.0, 0.37)
(0.0, 0.37)
(1.0, 0.38)
(1, 0.39)
(1.0, 0.4)
(1, 0.41)
(0.0, 0.41)
(1.0, 0.42)
(0, 0.42)
(1, 0.43)
(0.0, 0.43)
(1.0, 0.44)
(0, 0.44)
(0.0, 0.44)
(1.0, 0.45)
(0.0, 0.45)
(0.0, 0.44)
(0, 0.43)
(0.0, 0.43)
(1, 0.44)
(0.0, 0.44)
(1, 0.45)
(0, 0.45)
(1, 0.46)
(0, 0.46)
(1.0, 0.46)
(1, 0.46)
(0, 0.45)
(0, 0.44)
(1.0, 0.44)
(0.0, 0.43)
(1, 0.43)
(0.0, 0.43)
(1.0, 0.43)
(0.0, 0.43)
(1.0, 0.44)
(0, 0.44)
(1, 0.45)
(0.0, 0.45)
(1, 0.45)
(1, 0.46)
(1, 0.47)
(0.0, 0.46)
(1.0, 0.46)
(0.0, 0.45)
(0.0, 0.44)
(0.0, 0.44)
(0.0, 0.44)
(0, 0.44)
(1.0, 0.44)
(0.0, 0.43)
(0, 0.43)
(1.0, 0.44)
(0.0, 0.43)
(1, 0.43)
(0.0, 0.43)
(0.0, 0.43)
(0.0, 0.42)
(1.0, 0.42)
(0, 0.42)
(0.0, 0.41)
(1.0, 0.42)
(1.0, 0.43)
(0.0, 0.43)
(1.0, 0.44)
(1.0, 0.44)
(1, 0.44)
(0.0, 0.43)
(0.0, 0.43)
(1.0, 0.44)
(0.0, 0.43)
(1, 0.43)
(0.0, 0.43)
(1, 0.43)
(1.0, 0.43)
(0.0, 0.42)
(0, 0.42)
(0, 0.41)
(0.0, 0.41)
(1.0, 0.41)
(1, 0.42)
(1, 0.43)
(1.0, 0.44)
(0.0, 0.44)
(0.0, 0.43)
(0.0, 0.43)
(0.0, 0.43)
(0.0, 0.43)
(0.0, 0.43)
(1.0, 0.44)
(0, 0.43)
(0.0, 0.42)
(0, 0.42)
(0, 0.42)
(1, 0.43)
(0.0, 0.42)
(1.0, 0.43)
(1.0, 0.44)
(0, 0.43)
(1, 0.44)
(1.0, 0.45)
(0.0, 0.45)
(0.0, 0.44)
(0.0, 0.43)
(1.0, 0.43)
(0.0, 0.42)
(0.0, 0.42)
(0.0, 0.41)
(0.0, 0.41)
(1, 0.41)
(1, 0.42)
(0.0, 0.41)
(1, 0.42)
(1.0, 0.43)
(1, 0.43)
(1, 0.44)
(0.0, 0.44)
(0.0, 0.44)
(0.0, 0.44)
(0.0, 0.43)
(0.0, 0.43)
(1, 0.43)
(0.0, 0.43)
(1.0, 0.43)
(0.0, 0.43)
(0.0, 0.42)
(1, 0.42)
(1.0, 0.43)
(0.0, 0.43)
(0, 0.42)
(0, 0.42)
(1.0, 0.42)
(1.0, 0.43)
(0, 0.42)
(0.0, 0.42)
(0.0, 0.41)
(1, 0.42)
(0.0, 0.41)
(0.0, 0.41)
(1, 0.41)
(0.0, 0.4)
(0.0, 0.39)
(1.0, 0.4)
(1, 0.4)
(0, 0.4)
(1, 0.41)
(0.0, 0.41)
(1, 0.42)
(1.0, 0.43)
(0, 0.42)
(0.0, 0.42)
(0.0, 0.42)
(0.0, 0.41)
(1, 0.42)
(1, 0.42)
(0.0, 0.42)
