(1.0, 1.0)
(0, 0.5)
(1.0, 0.6666666666666666)
(1.0, 0.75)
(1.0, 0.8)
(0.0, 0.6666666666666666)
(1.0, 0.7142857142857143)
(1.0, 0.75)
(0.0, 0.6666666666666666)
(1.0, 0.7)
(1.0, 0.7272727272727273)
(1.0, 0.75)
(1.0, 0.7692307692307693)
(1.0, 0.7857142857142857)
(1.0, 0.8)
(1.0, 0.8125)
(1.0, 0.8235294117647058)
(1.0, 0.8333333333333334)
(0.0, 0.7894736842105263)
(1.0, 0.8)
(1.0, 0.8095238095238095)
(1.0, 0.8181818181818182)
(1.0, 0.8260869565217391)
(1.0, 0.8333333333333334)
(1.0, 0.84)
(1.0, 0.8461538461538461)
(1.0, 0.8518518518518519)
(1.0, 0.8571428571428571)
(1.0, 0.8620689655172413)
(1.0, 0.8666666666666667)
(0.0, 0.8387096774193549)
(1.0, 0.84375)
(1.0, 0.8484848484848485)
(1.0, 0.8529411764705882)
(1.0, 0.8571428571428571)
(1.0, 0.8611111111111112)
(1.0, 0.8648648648648649)
(1.0, 0.868421052631579)
(0.0, 0.8461538461538461)
(1.0, 0.85)
(1.0, 0.8536585365853658)
(1.0, 0.8571428571428571)
(1.0, 0.8604651162790697)
(1.0, 0.8636363636363636)
(1.0, 0.8666666666666667)
(1.0, 0.8695652173913043)
(1.0, 0.8723404255319149)
(1.0, 0.875)
(1.0, 0.8775510204081632)
(1.0, 0.88)
(1.0, 0.8823529411764706)
(1.0, 0.8846153846153846)
(1.0, 0.8867924528301887)
(1.0, 0.8888888888888888)
(1.0, 0.8909090909090909)
(1.0, 0.8928571428571429)
(1.0, 0.8947368421052632)
(1.0, 0.896551724137931)
(1.0, 0.8983050847457628)
(1.0, 0.9)
(1.0, 0.9016393442622951)
(1.0, 0.9032258064516129)
(0.0, 0.8888888888888888)
(1.0, 0.890625)
(1.0, 0.8923076923076924)
(0.0, 0.8787878787878788)
(1.0, 0.8805970149253731)
(1.0, 0.8823529411764706)
(1.0, 0.8840579710144928)
(1.0, 0.8857142857142857)
(1.0, 0.8873239436619719)
(1.0, 0.8888888888888888)
(1.0, 0.8904109589041096)
(1.0, 0.8918918918918919)
(1.0, 0.8933333333333333)
(1.0, 0.8947368421052632)
(1.0, 0.8961038961038961)
(1.0, 0.8974358974358975)
(0.0, 0.8860759493670886)
(1.0, 0.8875)
