(1.0, 1.0)
(1.0, 1.0)
(0, 0.6666666666666666)
(1.0, 0.75)
(1.0, 0.8)
(1.0, 0.8333333333333334)
(1.0, 0.8571428571428571)
(1.0, 0.875)
(0, 0.0)
(1.0, 0.5)
(0, 0.3333333333333333)
(1.0, 0.5)
(1.0, 0.6)
(1.0, 0.6666666666666666)
(1.0, 0.7142857142857143)
(1.0, 0.75)
(1.0, 0.7777777777777778)
(1.0, 0.8)
(1.0, 0.8181818181818182)
(1.0, 0.8333333333333334)
(1.0, 0.8461538461538461)
(1.0, 0.8571428571428571)
(1.0, 0.8666666666666667)
(1.0, 0.875)
(1.0, 0.8823529411764706)
(1.0, 0.8888888888888888)
(1.0, 0.8947368421052632)
(1.0, 0.9)
(1.0, 0.9047619047619048)
(1.0, 0.9090909090909091)
(1.0, 0.9130434782608695)
(1.0, 0.9166666666666666)
(1.0, 0.92)
(1.0, 0.9230769230769231)
(1.0, 0.9259259259259259)
(1.0, 0.9285714285714286)
(1.0, 0.9310344827586207)
(1.0, 0.9333333333333333)
(1.0, 0.9354838709677419)
(1.0, 0.9375)
(1.0, 0.9393939393939394)
(1.0, 0.9411764705882353)
(1.0, 0.9428571428571428)
(0.0, 0.9166666666666666)
(1.0, 0.918918918918919)
(1.0, 0.9210526315789473)
(1.0, 0.9230769230769231)
(1.0, 0.925)
(1.0, 0.926829268292683)
(1.0, 0.9285714285714286)
(1.0, 0.9302325581395349)
(0.0, 0.9090909090909091)
(0.0, 0.8888888888888888)
(1.0, 0.8913043478260869)
(1.0, 0.8936170212765957)
(1.0, 0.8958333333333334)
(1.0, 0.8979591836734694)
(1.0, 0.9)
(1.0, 0.9019607843137255)
(0.0, 0.8846153846153846)
(1.0, 0.8867924528301887)
(1.0, 0.8888888888888888)
(1.0, 0.8909090909090909)
(1.0, 0.8928571428571429)
(1.0, 0.8947368421052632)
(0.0, 0.8793103448275862)
(1.0, 0.8813559322033898)
(1.0, 0.8833333333333333)
(1.0, 0.8852459016393442)
(1.0, 1.0)
(0.0, 0.5)
(1.0, 0.6666666666666666)
(1.0, 0.75)
(1.0, 0.8)
(1.0, 0.8333333333333334)
(1.0, 0.8571428571428571)
(1.0, 0.875)
(1.0, 0.8888888888888888)
(0, 0.8)
(1.0, 0.8181818181818182)
(0, 0.75)
(0, 0.6923076923076923)
(0, 0.6428571428571429)
(0, 0.6)
(0, 0.5625)
(1.0, 0.5882352941176471)
(0.0, 0.5555555555555556)
(1.0, 0.5789473684210527)
(1.0, 0.6)
(0.0, 0.5714285714285714)
(1.0, 0.5909090909090909)
(1.0, 0.6086956521739131)
(1.0, 0.625)
(1.0, 0.64)
(1.0, 0.6538461538461539)
(1.0, 0.6666666666666666)
(1.0, 0.6785714285714286)
(1.0, 0.6896551724137931)
(0.0, 0.6666666666666666)
(1.0, 0.6774193548387096)
(1.0, 0.6875)
(1.0, 0.696969696969697)
(1.0, 0.7058823529411765)
(1.0, 0.7142857142857143)
(1.0, 0.7222222222222222)
(1.0, 0.7297297297297297)
(1.0, 0.7368421052631579)
(1.0, 0.7435897435897436)
(1.0, 0.75)
(1.0, 0.7560975609756098)
(1.0, 0.7619047619047619)
(1.0, 0.7674418604651163)
(1.0, 0.7727272727272727)
(1.0, 0.7777777777777778)
(1.0, 0.782608695652174)
(1.0, 0.7872340425531915)
(1.0, 0.7916666666666666)
(1.0, 0.7959183673469388)
(1.0, 0.8)
