(1.0, 0.803921568627451)
(1.0, 0.8076923076923077)
(1.0, 0.8113207547169812)
(1.0, 0.8148148148148148)
(1.0, 0.8181818181818182)
(1.0, 0.8214285714285714)
(1.0, 0.8245614035087719)
(1.0, 0.8275862068965517)
(1.0, 0.8305084745762712)
(1.0, 0.8333333333333334)
(1.0, 0.8360655737704918)
(1.0, 0.8387096774193549)
(1.0, 0.8412698412698413)
(1.0, 0.84375)
(1.0, 0.8461538461538461)
(1.0, 0.8484848484848485)
(1.0, 0.8507462686567164)
(1.0, 0.8529411764705882)
(1.0, 0.855072463768116)
(1.0, 0.8571428571428571)
(1.0, 0.8591549295774648)
(1.0, 0.8611111111111112)
(1.0, 0.7947273111437559)
(1.0, 0.7952987397151844)
(1.0, 0.7961320730485175)
(1.0, 0.7969428838593285)
(1.0, 0.7977323575435389)
(1.0, 0.7985015883127697)
(1.0, 0.7992515883127698)
(1.0, 0.7999832956298428)
(0, 0.7906975813441285)
(1.0, 0.7913952557627332)
(1.0, 0.792304346671824)
(1.0, 0.7934154577829352)
(1.0, 0.7945024143046743)
(1.0, 0.7955662440919085)
(1.0, 0.7966079107585752)
(1.0, 0.7976283189218405)
(1.0, 0.7986283189218405)
(0.0, 0.7896087110787033)
(1.0, 0.7907625572325494)
(0.0, 0.7818946327042475)
(1.0, 0.7830057438153585)
(0.0, 0.7740966529062677)
(0.0, 0.7651680814776963)
(1.0, 0.7662207130566436)
(1.0, 0.7674276096083678)
(1.0, 0.7686140502863339)
(1.0, 0.7697807169530005)
(1.0, 0.7709282579366071)
(1.0, 0.7709282579366071)
(1.0, 0.7759282579366069)
(1.0, 0.7792615912699403)
(1.0, 0.7817615912699404)
(1.0, 0.7837615912699404)
(1.0, 0.7854282579366071)
(1.0, 0.7868568293651785)
(1.0, 0.7881068293651785)
(1.0, 0.7892179404762897)
(0.0, 0.7812179404762897)
(1.0, 0.7830361222944714)
(1.0, 0.7855361222944715)
(1.0, 0.7886130453713946)
(1.0, 0.7921844739428232)
(1.0, 0.7961844739428231)
(1.0, 0.800559473942823)
(0.0, 0.7946771210016464)
(0.0, 0.789121565446091)
(1.0, 0.7933320917618807)
(1.0, 0.7973320917618806)
(1.0, 0.8016178060475948)
(1.0, 0.805708715138504)
(1.0, 0.8096217586167649)
(1.0, 0.8133717586167648)
(1.0, 0.8169717586167647)
(1.0, 0.8204332970783031)
(0, 0.8137666304116365)
(1.0, 0.8169809161259224)
(1.0, 0.8200843644017843)
(0.0, 0.8134176977351177)
(0.0, 0.8066435041867305)
(1.0, 0.8097685041867305)
(0.0, 0.8027988072170337)
(1.0, 0.8057399836876219)
(1.0, 0.8085971265447647)
(1.0, 0.8113749043225426)
(1.0, 0.8140776070252451)
(1.0, 0.8167091859726137)
(1.0, 0.8192732885367161)
(1.0, 0.8217732885367163)
(1.0, 0.8242123129269601)
(1.0, 0.8265932653079124)
(1.0, 0.8289188467032613)
(1.0, 0.8311915739759885)
(1.0, 0.8334137961982109)
(1.0, 0.8355877092416891)
(1.0, 0.837715368816157)
(1.0, 0.8397987021494905)
(1.0, 0.8418395184760211)
(0.0, 0.833839518476021)
(1.0, 0.8358003027897465)
(1.0, 0.8377233797128235)
(1.0, 0.8396101721656537)
(1.0, 0.8414620240175056)
(1.0, 0.8432802058356873)
(1.0, 0.8450659201214016)
(1.0, 0.846820306086314)
(1.0, 0.8485444440173484)
(1.0, 0.8502393592715856)
(1.0, 0.8519060259382524)
(1.0, 0.8535453702005475)
(1.0, 0.8551582734263539)
(1.0, 0.8567455750136554)
(1.0, 0.8583080750136554)
(1.0, 0.8598465365521171)
(1.0, 0.8613616880672685)
(1.0, 0.8628542253807013)
(1.0, 0.8643248136159954)
(1.0, 0.8657740889783143)
(1.0, 0.8672026604068858)
(1.0, 0.8686111111111111)
(1.0, 0.87)
(1.0, 0.87)
(0.0, 0.86)
(1.0, 0.86)
(1.0, 0.86)
(1.0, 0.86)
(1.0, 0.86)
(1.0, 0.86)
(1.0, 0.86)
(1.0, 0.87)
(1.0, 0.87)
(1.0, 0.87)
(1.0, 0.87)
(1.0, 0.87)
(1.0, 0.87)
(1.0, 0.87)
(0.0, 0.86)
(0.0, 0.85)
(1.0, 0.86)
(1.0, 0.86)
(1.0, 0.87)
(1.0, 0.87)
(1.0, 0.88)
(1.0, 0.89)
(1.0, 0.89)
(1.0, 0.89)
(1.0, 0.89)
(0.0, 0.88)
(1.0, 0.88)
(1.0, 0.88)
(1.0, 0.88)
(1.0, 0.88)
(1.0, 0.88)
(1.0, 0.88)
(0.0, 0.87)
(1.0, 0.87)
(1.0, 0.87)
(1.0, 0.87)
